Date,Portfolio_Value,Cash_Invested,Total_Return_Pct,Nifty_Value,Nifty_Return_Pct,Alpha_Pct,Total_Deployed,Realized_PnL,Total_Value,Cash_From_Sales
2026-03-11,395259.4853976572,399800.0,-2.0337140431402783,23867.0,-7.974314239460095,5.940600196319817,1050000.0,-16813.48285063035,1028646.0025470272,633386.5171493699
2026-03-12,390017.1152900152,389805.0,-2.006029018058146,23639.0,-8.853430020806854,6.847401002748708,1070000.0,-21666.62578323734,1048535.4895067778,658518.3742167626
2026-03-13,342279.2582762475,359820.0,-3.593259901011112,23151.0,-10.735046254566583,7.141786353555471,1080000.0,-21261.465207167443,1041192.79306908,698913.5347928326
2026-03-14,341768.249750773,359820.0,-3.608092931779315,23151.0,-10.735046254566583,7.126953322787268,1090000.0,-21271.46270716744,1050671.7870436057,708903.5372928325
2026-03-15,341768.249750773,359820.0,-3.608092931779315,23151.0,-10.735046254566583,7.126953322787268,1090000.0,-21276.46270716749,1050671.7870436057,708903.5372928325
2026-03-16,341663.4089957825,359820.0,-3.5780533474161165,23409.0,-9.740257344095252,6.162203996679136,1100000.0,-21196.99581735982,1060641.4131784227,718978.0041826402
2026-03-17,366415.8714581673,379810.0,-3.089832532070744,23581.0,-9.077064737114364,5.987232205043621,1120000.0,-21201.99581735977,1085393.8756408077,718978.0041826402
2026-03-18,372448.3927905868,379810.0,-2.5268596412842323,23778.0,-8.317477855862997,5.790618214578764,1140000.0,-21434.592701227048,1111193.8000893595,738745.407298773
2026-03-19,335633.9177656427,349825.0,-3.101728733944018,23002.0,-11.309556129218633,8.207827395274615,1150000.0,-21473.79820599901,1114330.1195596438,778696.201794001
2026-03-20,357784.8192645736,369815.0,-2.864869994993628,23114.0,-10.877709780486892,8.012839785493265,1170000.0,-21478.79820599896,1136481.0210585746,778696.201794001
2026-03-21,358315.05368005123,369815.0,-2.819550814183556,23114.0,-10.877709780486892,8.058158966303337,1170000.0,-21488.79820599896,1137011.2554740524,778696.201794001
2026-03-22,358315.05368005123,369815.0,-2.819550814183556,23114.0,-10.877709780486892,8.058158966303337,1170000.0,-21488.79820599896,1137011.2554740524,778696.201794001
2026-03-23,288937.5271817861,309845.0,-3.799927739978103,22513.0,-13.195028133949185,9.39510039397108,1170000.0,-23551.68173952992,1125540.8454422562,836603.31826047
2026-03-24,347012.4899446437,359820.0,-2.982310802859529,22912.0,-11.656575516592357,8.674264713732825,1220000.0,-23551.681739529944,1183615.8082051135,836603.31826047
2026-03-25,382342.90101272304,389805.0,-2.4843024581445565,23306.0,-10.137401754089622,7.653099295945065,1250000.0,-23576.681739529944,1218946.219273193,836603.31826047
2026-03-26,382999.8059470849,389805.0,-2.431750063395612,23306.0,-10.137401754089622,7.70565169069401,1250000.0,-23591.681739529944,1219603.1242075549,836603.31826047
2026-03-27,328930.9239839081,339830.0,-2.94412499854479,22820.0,-12.011306445907714,9.067181447362923,1250000.0,-25902.486465717942,1213198.43751819,884267.5135342821
2026-03-28,348550.04093363613,359820.0,-2.927751616699342,22820.0,-12.011306445907714,9.08355482920837,1270000.0,-25902.4864657179,1232817.5544679184,884267.5135342821
2026-03-29,348550.04093363613,359820.0,-2.927751616699342,22820.0,-12.011306445907714,9.08355482920837,1270000.0,-25912.4864657179,1232817.5544679184,884267.5135342821
2026-03-30,283873.16477573995,299850.0,-3.414130447902753,22331.0,-13.896778450638262,10.482648002735507,1280000.0,-27719.03450889526,1236299.1302668448,952425.9654911048
2026-03-31,293818.1911279832,309845.0,-3.391925843481548,22331.0,-13.896778450638262,10.504852607156714,1290000.0,-27724.034508895245,1246244.156619088,952425.9654911048
2026-04-01,384736.12598679407,389805.0,-2.3969276293504467,22679.0,-12.554970152793206,10.15804252344276,1370000.0,-27729.034508895245,1337162.0914778989,952425.9654911048
2026-04-02,366955.6505779462,369815.0,-2.236378024156872,22713.0,-12.42387393978536,10.187495915628489,1370000.0,-27779.02950889524,1339361.6210690509,972405.9704911048
2026-04-03,386832.2645159181,389805.0,-2.213076618199786,22713.0,-12.42387393978536,10.210797321585574,1390000.0,-27779.02950889524,1359238.235007023,972405.9704911048
2026-04-04,386832.2645159181,389805.0,-2.213076618199786,22713.0,-12.42387393978536,10.210797321585574,1390000.0,-27789.02950889524,1359238.235007023,972405.9704911048
2026-04-05,386832.2645159181,389805.0,-2.213076618199786,22713.0,-12.42387393978536,10.210797321585574,1390000.0,-27789.02950889524,1359238.235007023,972405.9704911048
2026-04-06,413226.5998699183,409795.0,-1.728186499218222,22968.0,-11.440652342226484,9.712465843008262,1410000.0,-27789.02950889524,1385632.570361023,972405.9704911048
2026-04-07,355575.1227932808,349825.0,-1.573975006294794,23124.0,-10.839152070778702,9.265177064483908,1420000.0,-28095.567882666808,1397649.554910614,1042074.4321173332
2026-04-08,425581.9230682288,409795.0,-0.8291035110361236,23997.0,-7.473064013253611,6.643960502217487,1490000.0,-28105.565382666828,1477646.3576855618,1052064.434617333
2026-04-09,396611.5162079936,379810.0,-0.7111794412052321,23775.0,-8.329045168775455,7.617865727570223,1490000.0,-27398.08988195157,1479403.426326042,1082791.9101180483
2026-04-10,433102.7808659873,409795.0,-0.2700861194713415,24051.0,-7.264852380829377,6.994766261358036,1520000.0,-27398.089881951688,1515894.6909840356,1082791.9101180483
2026-04-11,423086.1416719823,399800.0,-0.2718385335506019,24051.0,-7.264852380829377,6.993013847278776,1520000.0,-27418.08738195169,1515868.0542900309,1092781.9126180485
2026-04-12,423086.1416719823,399800.0,-0.2718385335506019,24051.0,-7.264852380829377,6.993013847278776,1520000.0,-27418.08738195151,1515868.0542900309,1092781.9126180485
2026-04-13,424435.2285360893,399800.0,-0.1719792379693621,23843.0,-8.066852742759755,7.894873504790393,1530000.0,-27261.510877020544,1527368.7176590688,1102933.489122979
2026-04-14,424690.5504378163,399800.0,-0.1552915319741332,23843.0,-8.066852742759755,7.911561210785622,1530000.0,-27266.510877020657,1527624.0395607958,1102933.489122979
2026-04-15,499503.5708713094,459770.0,0.782205031087341,24231.0,-6.570813606081936,7.353018637169277,1590000.0,-27266.510877020657,1602437.0599942887,1102933.489122979
2026-04-16,529446.9265989023,479760.0,1.3900879330361284,24197.0,-6.701909819089787,8.091997752125915,1610000.0,-27296.510877020657,1632380.4157218817,1102933.489122979
2026-04-17,545738.2494566732,489755.0,1.964804295631858,24354.0,-6.096553776671184,8.061358072303042,1640000.0,-23745.45900831079,1672222.7904483625,1126484.5409916893
2026-04-18,545670.5891768524,489755.0,1.9606786688135245,24354.0,-6.096553776671184,8.05723244548471,1640000.0,-23760.45900831069,1672155.1301685418,1126484.5409916893
2026-04-19,545670.5891768524,489755.0,1.9606786688135245,24354.0,-6.096553776671184,8.05723244548471,1640000.0,-23760.45900831069,1672155.1301685418,1126484.5409916893
2026-04-20,561943.6104598199,509745.0,1.7002341986787195,24365.0,-6.054140295992175,7.754374494670895,1670000.0,-23789.69934188539,1698393.9111179346,1136450.3006581147
2026-04-21,559321.7661058779,509745.0,1.5506844408531015,24577.0,-5.236716850178522,6.787401291031623,1700000.0,-23200.130611375287,1726361.6354945027,1167039.8693886248
2026-04-22,571592.9653762289,509745.0,1.919219815615356,24378.0,-6.004015273371526,7.923235088986882,1740000.0,-28433.540584521743,1773394.4247917072,1201801.4594154782
2026-04-23,576030.186921384,509745.0,2.143405801756439,24173.0,-6.794448322389446,8.937854124145884,1770000.0,-28331.90423029484,1807938.282691089,1231908.095769705
2026-04-24,569047.1238977776,509745.0,1.7384956273866627,23898.0,-7.854785339364703,9.593280966751363,1780000.0,-28351.90173029498,1810945.2221674824,1241898.098269705
2026-04-25,568240.135633438,509745.0,1.6931592080417466,23898.0,-7.854785339364703,9.54794454740645,1780000.0,-28356.90173029504,1810138.233903143,1241898.098269705
2026-04-26,568240.135633438,509745.0,1.6931592080417466,23898.0,-7.854785339364703,9.54794454740645,1780000.0,-28356.901730295038,1810138.233903143,1241898.098269705
